Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
124928062,"Cruel King (Royal Elite, #0)",Rina Kent,"Kent, Rina",,"=""""","=""""",0,3.90,"Blackthorn Books, LLC",Kindle Edition,360,2023,2019,,2024/07/17,to-read,to-read (#136),to-read,,,,0,0
76703559,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""163973094X""","=""9781639730940""",0,4.18,Bloomsbury Publishing,Hardcover,406,2023,2012,,2024/07/17,to-read,to-read (#135),to-read,,,,0,0
56160395,With Teeth,Kristen Arnett,"Arnett, Kristen",,"=""0593191501""","=""9780593191507""",0,3.49,Riverhead,Hardcover,304,2021,2021,,2024/07/12,to-read,to-read (#134),to-read,,,,0,0
51054227,"Meet Cute Club (Sweet Rose, #1)",Jack Harbon,"Harbon, Jack",,"=""""","=""""",0,3.23,Jack Harbon,Kindle Edition,232,2020,2020,,2024/07/11,to-read,to-read (#133),to-read,,,,0,0
198563740,Experienced,Kate  Young,"Young, Kate",,"=""0143137980""","=""9780143137986""",0,4.00,Penguin Books,Paperback,384,2024,,,2024/07/11,to-read,to-read (#132),to-read,,,,0,0
58724599,"A Taste of Gold and Iron (Mahisti Dynasty, #1)",Alexandra Rowland,"Rowland, Alexandra",,"=""1250800382""","=""9781250800381""",0,4.05,Tor Books,Hardcover,512,2022,2022,,2024/07/11,to-read,to-read (#131),to-read,,,,0,0
54508798,"The Guncle (The Guncle, #1)",Steven  Rowley,"Rowley, Steven",,"=""0525542280""","=""9780525542285""",0,4.13,G.P. Putnam's Sons,Hardcover,326,2021,2021,,2024/07/11,to-read,to-read (#130),to-read,,,,0,0
39700896,Pennsylvania Station,Patrick E. Horrigan,"Horrigan, Patrick E.",,"=""""","=""""",0,3.93,Lethe Press,Kindle Edition,272,2018,,,2024/07/11,to-read,to-read (#129),to-read,,,,0,0
49203397,These Violent Delights,Micah Nemerever,"Nemerever, Micah",,"=""0062963635""","=""9780062963635""",0,3.96,Harper,Hardcover,460,2020,2020,,2024/07/11,to-read,to-read (#128),to-read,,,,0,0
53968472,"Yes, Daddy",Jonathan Parks-Ramage,"Parks-Ramage, Jonathan",,"=""0358447712""","=""9780358447719""",0,3.58,Harper,Hardcover,282,2021,2021,,2024/07/11,to-read,to-read (#127),to-read,,,,0,0
32740869,"American Queen (New Camelot Trilogy, #1)",Sierra Simone,"Simone, Sierra",,"=""""","=""""",4,3.83,,Kindle Edition,393,2016,2016,2024/07/09,2024/07/05,,,read,"So this is basically just porn. good porn, though <br/><br/>Короче, вся книга это просто становление отношений персонажей. And I’m not mad about it, потому что throuple это всегда сложно, начиная с того, чтобы персонажам понять, что это то чего они хотят, заканчивая навигацией втроем ",,,1,0
154986013,"Curvy Girl Summer (Curve, #1)",Danielle Allen,"Allen, Danielle",,"=""1250331048""","=""9781250331045""",0,4.32,Bramble,Paperback,368,2024,2024,,2024/07/08,to-read,to-read (#126),to-read,,,,0,0
17158532,"Kings Rising (Captive Prince, #3)",C.S. Pacat,"Pacat, C.S.",,"=""174348495X""","=""9781743484951""",4,4.43,Penguin Group Australia,ebook,385,2016,2016,2024/07/04,2024/06/29,,,read,,,,1,0
9898505,"Автостопом по Галактике. Ресторан ""У конца вселенной""",Douglas Adams,"Adams, Douglas",Дуглас Адамс,"=""5170324588""","=""9785170324583""",4,4.20,АСТ,Hardcover,352,2005,1980,2024/03/31,2024/03/26,,,read,"Классика жанра.<br/><br/>«- Ваш бог поместил посреди сада яблоню и сказал: «Делайте, ребята, что хотите, но яблок не ешьте». Стало им жутко интересно, съели они яблоко, а бог выскочил из-за куста: «Ага! Попались!» Но если б они и не съели яблоко, им все равно бы несдобровать.<br/>- Почему это?<br/>- Имея дело с типом, который любит оставлять на тротуаре кирпич, прикрытый шляпой, нужно отдавать себе отчет - такие не остановятся на полпути. Они своего до-бьются.»",,,1,0
60664970,Кремулятор,Sasha Filipenko,"Filipenko, Sasha",Саша Филипенко,"=""""","=""""",4,4.35,Время,Hardcover,212,2022,,2024/06/29,2024/06/10,,,read,,,,1,0
49977811,Swimming in the Dark,Tomasz Jedrowski,"Jedrowski, Tomasz",,"=""006289000X""","=""9780062890009""",0,4.25,William Morrow,Hardcover,191,2020,2020,,2024/06/29,to-read,to-read (#125),to-read,,,,0,0
17158513,"Captive Prince: Volume Two (Captive Prince, #2)",C.S. Pacat,"Pacat, C.S.",,"=""""","=""""",5,4.37,,ebook,216,2012,2013,2024/06/29,2024/06/26,,,read,"Вторая книга яяяяявно лучше первой!<br/>Во-первых, раскрываются персонажи наконец. <br/>Во-вторых, меньше всяких моментов, которые бы попали под TW. <br/>В-третьих, наконец spicy!",,,1,0
59521680,"Плененный принц  (Captive Prince, #1)",C.S. Pacat,"Pacat, C.S.",К.С. Пакат,"=""5604611905""","=""9785604611906""",3,3.80,Popcorn Books,Paperback,256,2022,2013,2024/06/26,2024/06/23,,,read,"Окей, это не справедливо. Вся книжка это только ЗАВЯЗКА истории, так они меня этим разозлили, я ждала какой-то развязки, enemies должна были стать lovers, но нет! Ну зачем так делать. Книга же не большая, могли объединить со следующими.<br/><br/>Но если отбросить это. История главных героев видимо очень slow burn будет. И окей, я жду что они раскроется оба как персонажи в следующих книгах, в этих же они выглядят ну очень плоскими.<br/><br/>И еще! Почему в начале книги нет триггер ворнингов. Потому что тут SA, sex slavery, педофилия, forced sex, вуайеризм, принуждение и еще много чего что подается как нормальные обычие короловеской свиты. Я абзацы описывающие изнасилования просто пропускала.<br/><br/>P.S. Кудос переводчикам, очень классно сделано, учитывая что текст так написан, что его правда сложно перевести адекватно",,,1,0
126427038,"Reckless Heart (Starlight Cove, #4)",Brighton Walsh,"Walsh, Brighton",,"=""1685180302""","=""9781685180300""",0,3.97,"Bright Publishing, LLC",Kindle Edition,334,2023,2023,,2024/06/26,to-read,to-read (#124),to-read,,,,0,0
55648820,Seven Days in June,Tia Williams,"Williams, Tia",,"=""""","=""""",0,4.01,Grand Central Publishing,Hardcover,336,2021,2021,,2024/06/23,to-read,to-read (#123),to-read,,,,0,0
49259788,The Summer of Broken Rules,K.L. Walther,"Walther, K.L.",,"=""1728210291""","=""9781728210292""",5,3.90,Sourcebooks Fire,Paperback,359,2021,2021,2024/06/22,2023/06/03,,,read,"Это просто очень классный летний роман, к которому в реальной жизни у меня скорее всего было бы много вопросов, но на бумаге это выглядит прекрасно. <br/>Очень много поп-культурных референсов, а я очень люблю такое.<br/>Ну и заканчивала я этот роман плача на лавочке в парке. <br/>В настроение попал на 100%",,,1,0
60591976,Seeking Two Lovers,Lynn  Burke,"Burke, Lynn",,"=""""","=""""",0,4.06,Author Lynn Burke,ebook,,2022,,,2024/06/20,to-read,to-read (#122),to-read,,,,0,0
195820807,"Just for the Summer (Part of Your World, #3)",Abby Jimenez,"Jimenez, Abby",,"=""1538704439""","=""9781538704431""",0,4.38,Forever,Paperback,432,2024,2024,,2024/06/16,to-read,to-read (#121),to-read,,,,0,0
61718053,Happy Place,Emily Henry,"Henry, Emily",,"=""0593441273""","=""9780593441275""",0,3.97,Berkley,Hardcover,400,2023,2023,,2024/06/16,to-read,to-read (#120),to-read,,,,0,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""""","=""""",0,3.99,Berkley,Paperback,400,2020,2020,,2024/06/16,to-read,to-read (#119),to-read,,,,0,0
175997488,Picking Peaches (Rosewood),Ansley B. Calloway,"Calloway, Ansley B.",,"=""""","=""""",0,3.55,,Kindle Edition,209,2023,,,2024/06/16,to-read,to-read (#118),to-read,,,,0,0
121388170,Право на гнев: Почему в XXI веке воспитание детей и домашние обязанности до сих пор лежат на женщинах (Есть смысл) (Russian Edition),Дарси Локман,"Локман, Дарси",Darcy Lockman,"=""""","=""""",0,4.00,Help Needed,Kindle Edition,394,2022,,,2023/09/05,"currently-reading, did-not-finish","currently-reading (#2), did-not-finish (#1)",currently-reading,,,,1,0
190349388,Его последние дни (Russian Edition),Рагим Джафаров,"Джафаров, Рагим",,"=""5001398568""","=""9785001398561""",4,4.04,Альпина нон-фикшн,Kindle Edition,0,2022,,2024/06/05,2024/04/09,,,read,,,,1,0
198563757,Everything We Never Said,Sloan Harlow,"Harlow, Sloan",,"=""0593855728""","=""9780593855720""",0,3.84,Penguin Young Readers Group,Paperback,320,2024,2024,,2024/06/05,to-read,to-read (#117),to-read,,,,0,0
198247815,"Mother Faker (The Momcoms, #1)",Brittanee Nicole,"Nicole, Brittanee",,"=""""","=""""",0,4.18,,Kindle Edition,340,2024,2024,,2024/06/02,to-read,to-read (#116),to-read,,,,0,0
212097165,"Чем мы занимались, пока вы учили нас жить",Иван Бевз,"Бевз, Иван",,"=""5001676118""","=""9785001676119""",5,4.04,САМОКАТ,Kindle Edition,241,2024,,2024/05/10,2024/05/04,,,read,"Как мне не нравится читать о школе в взрослом возрасте. Наверно, это из-за излишней романтизации этого периода. Тут такого нет, вернее нет в классическом понимания. Поэтому, мне понравилось. <br/><br/>После прочтения первой части у меня для неё появилось точное описание в голове - boy, who picked in high school. <br/><br/>Героиня второй части мне больше импонирует по итогу. Наверно, это потому что у неё в отличии от героя первой части есть развития героя. Она меняется, что-то переосмысляет на уровне личных отношений, она более человечна, «мальчик со злыми глазами» же жадный до власти, не удавшийся диктатор, который никакие выводы не делает, а лишь жалеет о прошлом, которое не может вернуть. <br/><br/>Я все думала для кого эта книга. Потому что она веет young adult если читать её с точки зрения сюжета и каких-то поднятых проблем. Но если вчитываться в первые абзацы глав, где идут философские рассуждения, то как будто бы немного глубже все. <br/>Конечно, местами теряется правдоподобность как событий происходящих в школе, так и слишком уж разумных и глубоких мыслей главных героев. Но это не отталкивает совсем, а как будто просто гиперболизирует происходящее. <br/>Второй поинт, почему это не young adult, это что действие происходят старших классах в нулевых. А как будто те, кто учился в то время уже явно не young(простите) adult. (Это я про жанровую литературу, так мы с вами супер young). Все отсылки современным старшеклассникам как будто и не будут понятны. <br/><br/>Но в целом, очень бодренько, задорненько и хорошо написано! Язык очень понравился.",,,1,0
60304369,Сезон отравленных плодов,Вера Богданова,"Богданова, Вера",,"=""5171468079""","=""9785171468071""",5,4.21,АСТ: Редакция Елены Шубиной,Hardcover,348,2022,,2024/05/31,2024/02/15,,,read,"Вот уж действительно роман поколения.<br/>Я младше героев книги, но почему-то они кажутся мне очень знакомыми, ребята из соседнего дома. Не удивлюсь, если похожие вещи переживали мои знакомые. <br/><br/>Это история, как из травмированных детей, вырастают травмированные взрослые. И как сложно это предотвратить. Травма поколения, все как у Петрановской.<br/>",,,1,0
203370592,His to Break (Wasteland Temptations #3),E.V. Olsen,"Olsen, E.V.",,"=""""","=""""",2,3.47,,Kindle Edition,54,2024,2024,2024/05/30,2024/05/30,,,read,"Straight PWP here. Well not straight, it’s MM. <br/>Not the worst, not the best either",,,1,0
203510383,"Stand and Defend (Lakes Hockey, #4)",Sloane St. James,"James, Sloane St.",,"=""""","=""""",0,4.28,,Kindle Edition,458,2024,2024,,2024/05/26,to-read,to-read (#115),to-read,,,,0,0
35223351,День опричника,Vladimir Sorokin,"Sorokin, Vladimir",Владимир Сорокин,"=""5171024480""","=""9785171024482""",0,3.74,АСТ,Hardcover,240,2017,2006,,2024/05/26,to-read,to-read (#114),to-read,,,,0,0
145092772,Центр тяжести (Russian Edition),Alexey Polyarinov,"Polyarinov, Alexey",Алексей Поляринов,"=""5001399610""","=""9785001399612""",5,4.27,Альпина нон-фикшн,Kindle Edition,580,2023,,2024/05/26,2024/05/21,,,read,"Теперь это точно моя любимая книга Поляринова.<br/><br/>Как бы рассказать об этом произведение.<br/>Это роман, но роман, который по ходу повествования меняет свой жанр. Сначала это такой роман взросления, с нотками подросткового детектива, но по мере этого самого взросления роман превращается в антиутопию, а местами в пов одного из героев это еще очень напоминает киберпанк. Со всем этим еще переплетаются сказки, которые начинаются еще в предисловии к новому изданию. И сказки эти, великолепно выстраиваются в само произведение. <br/>Я бы хотела почитать всю книгу «Путешествие камней» Нины Ходжаровой.",,,1,0
53706432,Город женщин,Elizabeth Gilbert,"Gilbert, Elizabeth",Юлия Змеева,"=""""","=""""",4,4.04,,Kindle Edition,,2019,2019,2024/04/26,2024/04/21,,,read,,,,1,0
202268220,Дислексия,Светлана Олонцева,"Олонцева, Светлана",,"=""5605040219""","=""9785605040217""",4,4.12,Поляндрия NoAge,Paperback,256,2023,,2024/05/12,2024/05/11,,,read,"Авторка говорит, что это не автофикшн, но это очень похоже на него. Слог простой, книжка не большая и от этого читается быстро и легко.<br/>Интересная подача. От лица со стороны, которое мы так и <br/>не узнаем кем является, хоть и можно догадаться.<br/>Еще понравилось, что при чтение иногда кажется, что школа существует вне времени, и авторка переодически возвращает нас, что мы в начале 20-ых. ",,,1,0
122928388,Kids Run the Show,Delphine de Vigan,"Vigan, Delphine de",Alison Anderson,"=""1609459857""","=""9781609459857""",4,3.94,Europa Editions,Kindle Edition,285,2023,2021,2024/05/02,2024/05/02,,,read,"Первая часть (основаная «масса» произведения) - Захватывающий детектив, с достаточно тухлой развязкой, но это тот случай, когда ты радуешься, что она тухлая. Не ждешь тут серийных маньяков и насилия в привычном смысле слова. О, нет, тут насилие показано совсем с другой стороны.<br/><br/>Вторая часть  - кульминация, обсуждение и предположение, к чему приведет чрезмерное использование образа детей в сети с рождения. О необходимости юридической регулировки, о психологических последствиях и многом другом, о чем нам еще примется узнать как обществу ",,,1,0
59770756,Событие,Annie Ernaux,"Ernaux, Annie",Анни Эрно,"=""""","=""""",0,4.32,No kidding press,Paperback,79,2021,2000,2024/05/01,2023/11/29,,,read,,,,1,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.34,New York Review Books,Paperback,292,2006,1965,,2024/05/01,to-read,to-read (#113),to-read,,,,0,0
197463244,"316, punkt ""V"": roman",Limonov Eduard Veniaminovich,"Veniaminovich, Limonov Eduard",,"=""5001396328""","=""9785001396321""",0,3.15,Alpina non-fikshn,Hardcover,276,2023,1998,2024/04/30,2024/04/08,,,read,,,,1,0
199368721,"Wild Love (Rose Hill, #1)",Elsie Silver,"Silver, Elsie",,"=""0349441626""","=""9780349441627""",0,4.07,Piatkus,Kindle Edition,402,2024,2024,,2024/04/22,to-read,to-read (#112),to-read,,,,0,0
61269012,Лисьи броды,Anna Starobinets,"Starobinets, Anna",Анна Старобинец,"=""5386147005""","=""9785386147006""",5,4.21,Рипол-Классик,Hardcover,720,2022,,2023/01/18,2023/01/08,,,read,,,,2,0
209288912,Кадавры,Alexey Polyarinov,"Polyarinov, Alexey",Алексей Поляринов,"=""504195870X""","=""9785041958701""",0,4.06,Inspiria,Hardcover,288,2024,2024,2024/04/08,2024/03/29,audio,audio (#5),read,,,,1,0
49466262,Bohemian,Kathryn  Nolan,"Nolan, Kathryn",,"=""""","=""""",0,4.15,"That's What She Said Publishing, Inc.",Kindle Edition,308,2019,2017,,2024/04/11,to-read,to-read (#111),to-read,,,,0,0
42036538,"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,"Muir, Tamsyn",,"=""1250313198""","=""9781250313195""",0,4.21,Tor,Hardcover,448,2019,2019,,2024/04/10,to-read,to-read (#110),to-read,,,,0,0
62562896,Old Enough,Haley Jakobson,"Jakobson, Haley",,"=""0593473000""","=""9780593473009""",0,4.01,Dutton,Hardcover,336,2023,2023,,2024/04/10,to-read,to-read (#109),to-read,,,,0,0
56898297,Greedy: Notes from a Bisexual Who Wants Too Much,Jen Winston,"Winston, Jen",,"=""1982179171""","=""9781982179175""",0,3.93,Atria Books,Paperback,336,2021,2021,,2024/04/10,to-read,to-read (#108),to-read,,,,0,0
96177629,Good Material,Dolly Alderton,"Alderton, Dolly",,"=""0241523672""","=""9780241523674""",0,3.88,Fig Tree,Paperback,345,2023,2023,,2024/04/10,to-read,to-read (#107),to-read,,,,0,0
53915332,Gay Bar: Why We Went Out,Jeremy Atherton Lin,"Lin, Jeremy Atherton",,"=""0316458732""","=""9780316458733""",0,3.79,"Little, Brown and Company",Hardcover,320,2021,2021,,2024/04/10,to-read,to-read (#106),to-read,,,,0,0
55878999,"The Sunbearer Trials (The Sunbearer Duology, #1)",Aiden Thomas,"Thomas, Aiden",,"=""""","=""""",0,4.32,Feiwel & Friends,Kindle Edition,352,2022,2022,,2024/04/10,to-read,to-read (#105),to-read,,,,0,0
23309634,Before We Were Strangers,Renee Carlino,"Carlino, Renee",,"=""1501105779""","=""9781501105777""",0,4.07,Atria Books,Paperback,310,2015,2015,,2024/04/10,to-read,to-read (#104),to-read,,,,0,0
58516665,Write Me Off,Brandy  Davis,"Davis, Brandy",,"=""1737425971""","=""9781737425977""",0,4.02,,Kindle Edition,532,2021,,,2024/04/10,to-read,to-read (#103),to-read,,,,0,0
39336718,"Long Shot (Hoops, #1)",Kennedy Ryan,"Ryan, Kennedy",,"=""""","=""""",0,4.18,,Kindle Edition,462,2018,2018,,2024/04/10,to-read,to-read (#102),to-read,,,,0,0
21920615,Щегол,Donna Tartt,"Tartt, Donna","Донна Тартт, Анастасия Завозова","=""517085448X""","=""9785170854486""",0,3.95,Corpus,Hardcover,827,2014,2013,,2024/04/09,to-read,to-read (#101),to-read,,,,0,0
60291103,What the Heart Wants,Nikki Ash,"Ash, Nikki",,"=""""","=""""",0,3.94,,Kindle Edition,389,2023,,,2024/04/09,to-read,to-read (#100),to-read,,,,0,0
209167460,Двести третий день зимы,Ольга Птицева,"Птицева, Ольга",,"=""5605040243""","=""9785605040248""",0,4.12,Polyandria NoAge ,Hardcover,320,2024,,,2024/04/06,to-read,to-read (#99),to-read,,,,0,0
209847797,Наши бесконечные последние дни (Russian Edition),Клэр Фуллер,"Фуллер, Клэр",Иван Авраменко,"=""5001315662""","=""9785001315667""",0,4.38,Синдбад,Kindle Edition,300,2024,,,2024/04/06,to-read,to-read (#98),to-read,,,,0,0
56898248,"The Charm Offensive (The Charm Offensive, #1)",Alison Cochrun,"Cochrun, Alison",,"=""1982170719""","=""9781982170714""",5,4.12,Atria Books,Paperback,354,2021,2021,2024/04/05,2023/08/18,,,read,"О чем книга: Чарли приходил на реалити шоу (типо холостяка), чтобы исправить свой имидж, но оказывается к этому совсем не готов. Вылезти из скорлупы ему смог помочь только его продюсер Дэв. И хотя Чарли считает, что найти любовь на шоу невозможно, в реальности он сталкивается с обратным.<br/><br/>Это было очень мило и сладко, но так же с разрыванием сердца и страданием (такой коктейль я люблю).<br/>Борьба со стигмитизацией ментального здоровья и широкая репрезентация сделали свое дело. Мне правда это понравилось.<br/>Там еще поднимается проблема репрезентации, но тут я вот не уверена, что авторке стоило это делать. Потому что сама она с репрезентацией не справляется. <br/>(В Дэве индийского только имя и цвет кожи)<br/><br/>Поинты, что мне понравились:<br/>- ты достоин любви, не смотря на … все. Как романтической, так и платонической,<br/>- ты можешь говорить сколько угодно, что ты за прогрессивные взгляды, нанимать людей разной сексуальности и все еще оставаться гомофобкой. Так случилось тут с шоураннером. Угрожать выставить гг в плохом свете, если он не будет проталкивать ее гетеросексуальный нарратив, это просто ",,,1,0
58803433,Distrust (The Hallowed Crows MC #1),G.N. Wright,"Wright, G.N.",,"=""""","=""""",0,4.02,,Kindle Edition,259,2021,2021,,2024/04/02,to-read,to-read (#97),to-read,,,,0,0
193781998,The Husbands,Holly Gramazio,"Gramazio, Holly",,"=""0385550618""","=""9780385550611""",0,3.52,Doubleday,Hardcover,352,2024,2024,,2024/04/01,to-read,to-read (#96),to-read,,,,0,0
55200663,"The Darkness Outside Us (The Darkness Outside Us, #1)",Eliot Schrefer,"Schrefer, Eliot",,"=""0062888285""","=""9780062888280""",0,4.32,Katherine Tegen Books,Hardcover,397,2021,2021,,2024/03/31,to-read,to-read (#95),to-read,,,,0,0
121457838,Отец смотрит на запад (Russian Edition),Екатерина Манойло,"Манойло, Екатерина",,"=""5001398487""","=""9785001398486""",4,3.95,Альпина нон-фикшн,Kindle Edition,233,2022,,2024/03/31,2024/02/28,,,read,,,,1,0
58527403,"Magnolia Parks (Magnolia Parks Universe, #1)",Jessa Hastings,"Hastings, Jessa",,"=""1737281198""","=""9781737281191""",0,3.71,,Kindle Edition,423,2021,2021,,2024/03/31,to-read,to-read (#94),to-read,,,,0,0
53259689,Счастливые люди читают книжки и пьют кофе,Véronique Grisseaux,"Grisseaux, Véronique","Cécile Bidault, Agnès Martin-Lugand","=""5171173591""","=""9785171173593""",0,3.90,АСТ: Corpus,Hardcover,128,2020,2019,,2024/03/28,to-read,to-read (#93),to-read,,,,0,0
65137920,The Lost Bookshop,Evie  Woods,"Woods, Evie",Evie Gaughan,"=""0008609209""","=""9780008609207""",0,4.06,One More Chapter/HarperCollins UK,Kindle Edition,432,2023,2023,,2024/03/26,to-read,to-read (#92),to-read,,,,0,0
204979287,Дети в гараже моего папы,Анастасия Максимова,"Максимова, Анастасия",,"=""""","=""""",4,3.91,Альпина. Проза,Hardcover,248,2024,,2024/03/23,2024/03/21,,,read,"Даже не могу описать, чего мне не хватило до 5-ти звезд. <br/>Идея супер, на протяжение книги смотришь как разные люди справляются с горем, разным горем. Все поведение персонажей и развитие событий кажется очень логичным. Гг сопереживаешь. Скачек времени очень хорошо описан. От мыслей подростка до мыслей взрослого. <br/>Но вот чего-то все равно не хватило. Не оставила эта книга какого-то сильного впечатления, хотя кажется все в ней есть.<br/><br/>++ за цитату из Гарри Поттера ",,,1,0
52871061,"The Predator (Dark Verse, #1)",RuNyx,"RuNyx, RuNyx",,"=""""","=""""",0,4.00,,Paperback,318,2020,2020,,2024/03/21,to-read,to-read (#91),to-read,,,,0,0
10142996,Pleasures of the Night,Sylvia Day,"Day, Sylvia",,"=""0061749559""","=""9780061749551""",2,3.68,HarperCollins e-books,Kindle Edition,304,2009,2007,2024/03/21,2024/03/12,,,read,"Послушайте, идея хорошая, но на этом все.<br/><br/>Перевод, язык, повествование. Я терялось от чьего лица идет речь, что и почему происходит. И главное, книга не дает ответов на происходящие события. Там нет развязки, нет каких-то объяснений, она просто заканчивается ",,,1,0
62990658,For the Fans,Nyla K.,"K., Nyla",,"=""""","=""""",5,4.34,,Kindle Edition,546,2023,2023,2024/03/11,2024/02/09,,,read,,,,1,0
60695252,You & Me,Tal Bauer,"Bauer, Tal",,"=""""","=""""",5,4.47,,Kindle Edition,384,2022,2022,2024/03/05,2024/03/03,,,read,"So sweet, so kind, so romantic ❤️<br/>My heart melted for Luke and Landon, for their love to each other and to theirs sons! <br/>Great read to heal your soul",,,1,0
63121503,"Love & Monsters (Book Club Boys, #1)",Max  Walker,"Walker, Max",,"=""""","=""""",0,3.52,,Kindle Edition,304,2022,2023,,2024/03/04,to-read,to-read (#90),to-read,,,,0,0
55095657,"Баллада о змеях и певчих птицах (Голодные игры, #0)",Suzanne Collins,"Collins, Suzanne",Сьюзен Коллинз,"=""5171221189""","=""9785171221188""",0,3.97,АСТ,Hardcover,512,2020,2020,,2024/03/02,to-read,to-read (#89),to-read,,,,0,0
60173851,"Саша, привет!",Dmitry Danilov,"Danilov, Dmitry",Дмитрий Данилов,"=""5171463425""","=""9785171463427""",0,3.82,АСТ,Hardcover,256,2022,,,2024/02/28,to-read,to-read (#88),to-read,,,,0,0
60877616,"Really Good, Actually",Monica Heisey,"Heisey, Monica",,"=""0063235412""","=""9780063235410""",0,3.15,William Morrow,Hardcover,370,2023,2023,,2024/02/28,to-read,to-read (#87),to-read,,,,0,0
195469957,"Puck One Night Stands (Chicago Racketeers, #1)",Emma Foxx,"Foxx, Emma",,"=""""","=""""",0,3.86,"Blake Wilder Books, LLC",Kindle Edition,326,2023,,,2024/02/28,to-read,to-read (#86),to-read,,,,0,0
55228948,Риф,Alexey Polyarinov,"Polyarinov, Alexey",Алексей Поляринов,"=""5041099332""","=""9785041099336""",5,4.16,Эксмо,Hardcover,287,2020,2020,2024/02/28,2024/01/24,,,read,"Мне оооочень понравилось. В основном тем, что меня затянуло внутрь с первых страниц и так и не отпускало. Мне понравилась форма текста и как в него вплетены разные исследования.<br/>Рассказать о чем этот роман у меня без спойлеров не получится, но точно рекомендую",,,1,0
