Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2023/01/31,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,2023/01/31,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc,Paperback,652,2006,2005,,2023/01/31,,,read,,,,0,0
1321877,Мы,Yevgeny Zamyatin,"Zamyatin, Yevgeny",,"=""""","=""9785170390274""",0,3.88,АСТ,Hardcover,256,2007,1924,,2023/01/28,,,read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2023/01/28,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2023/01/28,,,read,,,,1,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,"=""0452284236""","=""9780452284234""",0,4.19,Plume,Paperback,368,2022,1949,,2023/01/28,,,read,,,,1,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",0,4.47,Random House,Hardcover,352,2018,2018,,2023/01/28,,,read,,,,1,0
61116474,All the Young Dudes: Sirius's Perspective,Rollercoasterwords,"Rollercoasterwords, Rollercoasterwords",MsKingBean89,"=""""","=""""",0,4.74,,,2240,,,,2023/01/12,currently-reading,currently-reading (#1),currently-reading,,,,1,0
57673929,Клара и Солнце,Kazuo Ishiguro,"Ishiguro, Kazuo","Кадзуо Исигуро, Леонид Мотылев","=""5041193614""","=""9785041193614""",0,3.74,Inspiria,Hardcover,352,2021,2021,,2023/01/15,to-read,to-read (#8),to-read,,,,0,0
51051623,Книжная жизнь Нины Хилл,Abbi Waxman,"Waxman, Abbi",Эбби Ваксман,"=""517120389X""","=""9785171203894""",0,3.80,АСТ,Hardcover,384,2020,2019,,2023/01/08,to-read,to-read (#7),to-read,,,,0,0
48764124,Ослепительный цвет будущего,Emily X.R. Pan,"Pan, Emily X.R.",Эмили С.Р. Пэн,"=""5604262889""","=""9785604262887""",0,4.05,Popcorn Books,Paperback,600,2019,2018,,2023/01/08,to-read,to-read (#6),to-read,,,,0,0
452306,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,"Brashares, Ann",,"=""0385729332""","=""9780385729338""",5,3.85,Delacorte Press,Hardcover,294,2001,2001,2023/01/08,2023/01/02,,,read,"Сначала думала, что в 27 мне наверно не зайдёт книга про дружбу 15-летних девушек, но еще как зашла. Я бы написала, что это отличная летняя книга, только читала ее в новогодние каникулы. Главные героини все разные и это мне понравилось. Сначала я думала, что буду себя ассоциировать с какой-то одной, но в итоге ассоциировала со всеми и никем, так хорошо было все описано.",,,1,0
62215011,О чём молчит ласточка,Elena Malisova,"Malisova, Elena","Katerina Silvanova, Катерина Сильванова, Елена Малисова","=""5604653012""","=""9785604653012""",5,3.87,Popcorn Books,Paperback,688,2022,2021,,2023/01/04,,,read,,,,1,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius","=""0679760806""","=""9780679760801""",5,4.29,Vintage International,Paperback,372,1996,1967,,2023/01/04,,,read,,,,1,0
58870322,"Лето в пионерском галстуке (Лето в пионерском галстуке, #1)",Katerina Silvanova,"Silvanova, Katerina","Elena Malisova, Катерина Сильванова, Елена Малисова","=""5604653004""","=""9785604653005""",5,4.25,Popcorn Books,Paperback,544,2021,2021,,2023/01/04,,,read,,,,1,0
56925545,"All the Young Dudes - Volume Two: Years 5 - 7 (All the Young Dudes, #2)",MsKingBean89,"MsKingBean89, MsKingBean89",,"=""""","=""""",5,4.80,A03,Unknown Binding,591,,2018,,2023/01/04,,,read,,,,1,0
56925511,"All The Young Dudes - Volume One: Years 1 - 4 (All The Young Dudes, #1)",MsKingBean89,"MsKingBean89, MsKingBean89",,"=""""","=""""",5,4.69,A03,Paperback,411,,2017,,2023/01/04,,,read,,,,1,0
61303539,Choices - Volume 3 (Choices #3),MesserMoon,"MesserMoon, MesserMoon",,"=""""","=""""",5,4.64,ao3,ebook,624,2022,,,2023/01/04,,,read,,,,1,0
60864360,Choices - Volume 2 (Choices #2),MesserMoon,"MesserMoon, MesserMoon",,"=""""","=""""",5,4.62,ao3,ebook,856,2021,,,2023/01/04,,,read,,,,1,0
60864350,Choices - Volume 1 (Choices #1),MesserMoon,"MesserMoon, MesserMoon",,"=""""","=""""",5,4.59,ao3,ebook,775,2021,,,2023/01/04,,,read,,,,1,0
61114072,Письмо к моей дочери,Maya Angelou,"Angelou, Maya",Александра Глебовская,"=""""","=""9785604687772""",3,4.09,Popcorn books,Paperback,112,2022,1987,2023/01/04,2023/01/02,,,read,"В целом книга не плоха, но некоторые главы уж слишком сильно напоминают «единственно верные» наставления бабушки",,,1,0
51811548,Гарри Поттер и методы рационального мышления (том 4),Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""""","=""""",0,4.55,"Проект ""Баловство""",Hardcover,445,2018,2012,,2023/01/03,to-read,to-read (#5),to-read,,,,0,0
49235963,Гарри Поттер и методы рационального мышления (том 3),Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""""","=""""",0,4.53,"Проект ""Баловство""",Hardcover,497,2018,2010,,2023/01/03,to-read,to-read (#4),to-read,,,,0,0
51811524,Гарри Поттер и методы рационального мышления (том 2),Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""""","=""""",0,4.48,"Проект ""Баловство""",Hardcover,564,2018,2010,,2023/01/03,to-read,to-read (#3),to-read,,,,0,0
51811478,Гарри Поттер и методы рационального мышления (том 1),Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""""","=""""",0,4.42,"Проект ""Баловство""",Hardcover,484,2018,2010,,2023/01/03,to-read,to-read (#2),to-read,,,,0,0
56925569,"All The Young Dudes - Volume Three: ‘Til the End (All The Young Dudes, #3)",MsKingBean89,"MsKingBean89, MsKingBean89",,"=""""","=""""",5,4.71,A03,Paperback,336,,2018,2023/01/03,2023/01/02,,,read,,,,1,0
18338487,Не отпускай меня,Kazuo Ishiguro,"Ishiguro, Kazuo","Леонид Мотылев, Кадзуо Исигуро","=""""","=""""",0,3.85,Эксмо,Hardcover,352,2006,2005,,2023/01/02,to-read,to-read (#1),to-read,,,,0,0
